Date,Anonymized ID,Birthday,Age,Age Group,Gender,Household Adults,Household Children,Caregiver Relationship,Caregiver Education,Maternal Education,Caregiver #1 Relationship,Caregiver #1 Gender,Caregiver #1 Hours with Child,Caregiver #1 Languages,Caregiver #2 Relationship,Caregiver #2 Gender,Caregiver #2 Hours with Child,Caregiver #2 Languages,Caregiver #3 Relationship,Caregiver #3 Gender,Caregiver #3 Hours with Child,Caregiver #3 Languages,Caregiver #4 Relationship,Caregiver #4 Gender,Caregiver #4 Hours with Child,Caregiver #4 Languages,Picture Freq,Play Freq,Talk Freq,Draw Freq,Other Draw Freq,Other Draw Materials,Picture Books?,Picture Book Number,Drawing Materials?,Drawing Number,Posters?,Poster Number,TVs?,TV Number,Toys?,Toy Number,Attend school/daycare?,Years in school/daycare
9/2/2024,60,10/10/2017,6.901369863,6,M,2,2,Father,5,4,Father,M,3,"70% Swahili, 30% Luo, 10% English",Mother,F,7,"50% Swahili, 50% Luo",,,,,,,,,4,4,3,4,4,"stick, stone",1,5,1,30,1,7,0,0,1,15,1,3
8/26/2024,61,8/4/2017,7.065753425,7,M,2,2,Mother,5,5,Mother,F,4,"70% Swahili, 20% Luo, 10% English",Father,M,2,"70% Swahili, 20% Luo, 10% English",,,,,,,,,3,4,4,4,1,N/A,1,2,1,10,1,2,1,1,1,2,1,5
8/26/2024,62,7/4/2017,7.150684932,7,F,2,6,Mother,1,1,Mother,F,6,"80% Swahili, 20% Luo",Father,M,3,"80% Swahili, 20% Luo",,,,,,,,,2,3,5,4,4,"chalk, stick, charcoal",1,2,1,3,1,4,1,1,1,3,1,5
8/26/2024,63,6/1/2017,7.24109589,7,M,4,5,Mother,5,5,Mother,F,6,"80% Swahili, 15% Luo, 5% English",Father,M,4,"80% Swahili, 15% Luo, 5% English",,,,,,,,,4,3,5,5,3,"paint, waterpaint",1,5,1,5,1,5,1,1,1,2,1,4
8/29/2024,64,12/28/2016,7.673972603,7,M,2,2,Mother,5,5,Mother,F,4,"80% Swahili, 20% English",Aunt,F,2,"70% Swahili, 30% Luo",Father,M,2,"90% Swahili, 10% Luo",,,,,4,4,3,3,2,"stick, bottle cap",1,2,1,10,1,2,1,1,1,5,1,7
8/29/2024,65,9/26/2016,7.928767123,7,F,6,10,Mother,3,3,Mother,F,4,"90% Swahili, 10% Luo",Aunt,F,6,100% Swahili,,,,,,,,,1,1,4,2,2,none,0,0,1,1,0,0,1,1,0,0,1,5
8/29/2024,66,8/30/2016,7.98,7,F,2,3,Mother,5,5,Mother,F,8,"80% Swahili, 20% Luo",Father,M,4,"80% Swahili, 20% Luo",,,,,,,,,1,4,4,3,1,none,1,2,1,4,1,2,1,2,1,4,1,5
8/29/2024,67,9/27/2016,7.926027397,7,M,2,3,Mother,5,5,Mother,F,4,"50% Swahili, 50% English",Father,M,2,"50% Swahili, 50% English",,,,,,,,,5,5,3,5,1,none,1,3,1,4,1,5,1,1,1,8,1,5
8/29/2024,68,8/31/2016,7.99,7,F,2,2,Mother,5,5,Mother,F,3,"97% Swahili, 3% English",Father,M,2,"95% Swahili, 5% English",Grandmother,F,4,"80% Swahili, 20% Luo",,,,,4,2,5,5,4,eyeliner pencil,1,4,1,6,1,4,1,1,1,3,1,6
8/29/2024,69,12/12/2016,7.717808219,7,F,2,2,Aunt,5,3,Mother,F,8,"80% Swahili, 20% Luo",Aunt,F,2,100% Swahili,Father,M,4,"50% Swahili, 50% Luo",Grandmother,F,8,"60% Luo, 40% Swahili",5,5,4,5,4,"stick, finger",1,2,1,10,1,5,1,1,1,20,1,5
8/29/2024,70,12/8/2016,7.728767123,7,F,5,3,Brother,3,1,Mother,F,2,"99% Swahili, 1% Luo",Father,M,2,100% Swahili,Sister,F,4,100% Swahili,Brother,M,4,"99% Swahili, 1% Luo",2,2,5,2,1,none,1,6,1,15,1,5,1,1,1,7,1,5
8/29/2024,71,10/16/2016,7.873972603,7,F,2,1,Mother,1,1,Mother,F,3,100% Swahili,,,,,,,,,,,,,4,4,4,5,1,none,1,4,1,8,1,2,0,0,1,10,1,5
8/29/2024,72,4/25/2017,7.350684932,7,F,3,1,Mother,5,5,Mother,F,8,"50% Swahili, 50% Luo",Aunt,F,10,"60% Luo, 40% Swahili",,,,,,,,,4,5,4,5,5,"stick, charcoal, chalk",1,2,1,6,1,2,1,1,1,4,1,3
8/29/2024,73,2/28/2017,7.504109589,7,M,2,2,Mother,6,6,Mother,F,5,"50% English, 45% Swahili, 5% Luo",Nanny,F,6,100% Swahili,,,,,,,,,4,3,4,5,3,"stick, charcoal, chalk",1,5,1,20,1,3,1,1,1,5,1,5
8/29/2024,74,3/9/2017,7.479452055,7,F,2,3,Mother,1,1,Mother,F,3,"80% Swahili, 20% Luo",Sister,F,3,100% Swahili,,,,,,,,,2,3,4,5,2,"charcoal, chalk",1,5,1,24,1,5,1,1,1,4,1,5
8/29/2024,75,7/2/2017,7.164383562,7,F,3,2,Sister,3,3,Mother,F,6,100% Swahili,Sister,F,6,100% Swahili,Father,M,3,100% Swahili,,,,,5,5,5,5,2,watercolors,1,3,1,5,1,3,1,1,1,4,1,4
8/29/2024,76,5/13/2017,7.301369863,7,M,2,4,Mother,1,1,Mother,F,5,"60% Luo, 40% Swahili",Father,M,3,"60% Luo, 40% Swahili",Aunt,F,2,"60% Luo, 40% Swahili",,,,,2,3,3,4,4,"charcoal, stone, cassava",1,6,1,7,1,2,1,1,1,3,1,5
8/29/2024,77,7/15/2017,7.128767123,7,F,3,5,Mother,5,5,Mother,F,4,"80% Swahili, 20% Luo",,,,,,,,,,,,,2,4,4,4,4,"charcoal, stick",1,2,1,5,0,0,1,1,1,2,1,3
8/29/2024,78,6/21/2017,7.194520548,7,M,3,3,Mother,1,1,Mother,F,5,"60% Swahili, 40% Luo",Father ,M,2,"60% Swahili, 40% Luo",,,,,,,,,2,4,2,3,1,none,1,1,1,2,1,3,1,1,1,3,1,5
8/29/2024,79,3/10/2017,7.476712329,7,M,2,3,Mother,1,1,Mother,F,2,"70% Swahili, 20% English, 10% Luo",Father ,M,1,"40% Swahili, 40% English, 20% Luo",,,,,,,,,4,4,4,4,4,sticks,1,5,1,12,1,4,1,1,1,20,1,3
8/29/2024,80,2/18/2017,7.531506849,7,M,4,1,Mother,3,3,Mother,F,4,100% Swahili,Father ,M,2,100% Swahili,,,,,,,,,4,2,4,2,3,bottle,1,6,1,12,1,5,1,1,1,24,1,5
8/29/2024,81,2/11/2016,8.553424658,8,M,2,2,Mother,3,3,Mother,F,4,"80% Swahili, 20% Luo",Father,M,3,"80% Swahili, 20% Luo",,,,,,,,,3,2,4,4,1,none,1,3,1,4,1,4,1,1,1,5,1,6
8/29/2024,82,12/4/2015,8.742465753,8,F,1,2,Mother,5,5,Mother,F,7,"80% Swahili, 20% Luo",Aunt,F,2,"80% Swahili, 20% Luo",,,,,,,,,2,2,4,4,4,stick,1,2,1,4,1,4,1,1,1,4,1,6
8/29/2024,83,9/14/2015,8.964383562,8,F,4,2,Aunt,6,5,Mother,F,3,"70% Swahili, 25% English, 5% Luo",Nanny,F,5,100% Swahili,,,,,,,,,3,3,4,5,2,"watercolor, paint, chalk, stick",1,5,1,20,1,3,1,1,1,20,1,5
8/29/2024,84,3/30/2016,8.421917808,8,F,2,3,Mother,5,5,Mother,F,5,"50% Swahili, 50% English",Grandmother,F,5,100% Swahili,,,,,,,,,5,5,5,5,5,"chalk, stick, charcoal",1,5,1,6,1,3,0,0,1,12,1,6
9/2/2024,85,4/20/2016,8.375342466,8,F,3,6,Aunt,3,3,Mother,F,8,"70% Swahili, 30% Luo",Father,M,3,"70% Swahili, 30% Luo",Aunt,F,2,"70% Swahili, 30% Luo",,,,,5,4,4,4,2,"charcoal, chalk",1,2,1,3,1,2,1,1,1,1,1,5
9/3/2024,86,8/19/2016,8.046575342,8,M,3,4,Mother,3,3,Mother,F,4,"80% Swahili, 20% English",Grandmother,F,2,100% Swahili,Uncle,M,2,"80% Swahili, 20% English",,,,,3,4,5,5,4,"charcoal, stone, stick",1,12,1,3,1,3,1,1,1,4,1,5
9/3/2024,87,6/6/2016,8.249315068,8,M,2,3,Mother,3,3,Mother,F,8,"60% Swahili, 40% Luo",,,,,,,,,,,,,5,4,5,5,2,"charcoal, chalk",1,3,1,24,1,4,1,1,1,10,1,5
9/3/2024,88,2/7/2016,8.578082192,8,M,3,1,Mother,5,5,Mother,F,5,"90% Swahili, 10% English",Father,M,3,100% Swahili,,,,,,,,,4,3,5,3,3,"stick, stone, chalk, charcoal",1,5,1,17,1,3,1,1,1,3,1,6
9/3/2024,89,6/23/2016,8.202739726,8,M,2,3,Mother,1,1,Mother,F,5,"90% Swahili, 10% Luo",Father,M,2,"95% Swahili, 5% Luo",,,,,,,,,3,3,4,3,1,none,1,2,1,6,1,1,1,1,1,2,1,5
9/3/2024,90,7/30/2016,8.101369863,8,M,1,1,Mother,5,5,Mother,F,5,"40% Swahili, 40% English, 20% Luo",Aunt,F,5,"80% Swahili, 20% Luo",,,,,,,,,5,5,5,5,1,none,1,4,1,3,1,1,1,1,1,10,1,5
9/3/2024,91,8/29/2016,8.019178082,8,M,2,4,Mother,1,1,Mother,F,5,"80% Swahili, 20% Luo",Father,M,3,"80% Swahili, 20% Luo",,,,,,,,,5,4,5,4,1,none,1,2,1,3,1,8,1,1,1,1,1,5
9/3/2024,92,4/3/2016,8.424657534,8,F,2,5,Mother,5,5,Mother,F,11,"60% Swahili, 40% English",Father,M,7,"60% Swahili, 40% English",,,,,,,,,4,3,4,5,1,none,1,15,1,20,1,20,1,1,1,10,1,6
9/3/2024,93,9/8/2015,8.994520548,8,F,2,2,Mother,1,1,Mother,F,6,"80% Swahili, 20% Luo",Father,M,4,"70% Swahili, 30% English",,,,,,,,,4,2,4,5,1,none,1,2,1,5,1,1,0,0,1,1,1,5
9/3/2024,94,8/23/2016,8.035616438,8,F,3,3,Mother,1,1,Mother,F,5,"80% Swahili, 20% Luo",Father,M,5,"80% Swahili, 20% Luo",Brother,M,3,100% Swahili,,,,,3,3,4,4,2,"stick, chalk, charcoal",1,1,1,3,1,1,0,0,1,1,1,6
9/3/2024,95,3/19/2016,8.465753425,8,F,2,3,Mother,1,1,Mother,F,4,"80% Swahili, 20% Luo",Father,M,4,"80% Swahili, 20% Luo",,,,,,,,,4,4,4,5,2,"stick, nail",1,2,1,25,1,3,1,1,1,10,1,4
9/3/2024,96,11/22/2015,8.789041096,8,F,2,3,Father,1,1,Father,M,2,"70% Swahili, 30% English",Mother,F,6,"70% Swahili, 30% English",,,,,,,,,3,3,5,2,3,charcoal,1,5,1,15,1,8,1,1,1,3,1,6
9/3/2024,97,7/20/2016,8.128767123,8,M,3,1,Mother,3,3,Mother,F,6,"60% Swahili, 40% Luo",Father,M,4,"50% Swahili, 50% Luo",,,,,,,,,3,3,4,3,1,none,1,2,1,2,1,3,1,1,1,3,1,4
9/3/2024,98,7/10/2016,8.156164384,8,F,5,1,Mother,1,1,Mother,F,3,"80% Swahili, 20% Luo",Father,M,2,"80% Swahili, 20% Luo",,,,,,,,,5,5,4,4,1,none,1,3,1,6,1,1,1,1,1,1,1,4
9/3/2024,99,12/30/2015,8.684931507,8,M,2,1,Mother,1,1,Mother,F,3,"90% Swahili, 10% Luo",Father,M,1,"80% Swahili, 20% Luo",,,,,,,,,2,4,4,3,3,"charcoal, stick, chalk",1,2,1,15,1,1,1,1,1,3,1,6
9/3/2024,100,4/4/2016,8.421917808,8,F,2,2,Mother,1,1,Mother,F,4,"60% Swahili, 40% Luo",Father,M,2,"60% Swahili, 40% Luo",,,,,,,,,2,4,4,4,1,none,1,4,1,4,1,2,1,1,1,50,1,5
9/3/2024,101,2/25/2015,9.528767123,9,F,2,1,Aunt,5,5,Aunt,F,4,"70% Swahili, 20% English, 10% Luo",Uncle,M,2,100% Swahili,Brother,M,4,100% Swahili,,,,,4,3,5,5,3,"stick, charcoal, chalk, stones",1,3,1,30,1,1,1,1,1,20,1,5
9/3/2024,102,6/5/2015,9.254794521,9,M,2,3,Aunt,3,3,Aunt,F,4,"80% Swahili, 20% Luo",Mother,F,4,"80% Swahili, 20% Luo",Uncle,M,2,"80% Swahili, 20% Luo",,,,,2,2,4,4,1,none,1,3,1,10,1,5,1,1,1,10,1,6
9/3/2024,103,9/1/2015,9.01369863,9,F,3,5,Mother,3,3,Mother,F,4,"70% English, 30% Swahili",Father,M,4,"70% English, 30% Swahili",Uncle,M,4,"60% English, 40% Swahili",,,,,2,4,4,4,1,none,1,10,1,14,1,7,1,2,1,20,1,6
9/3/2024,104,3/6/2015,9.504109589,9,F,4,4,Mother,1,1,Mother,F,4,"70% Swahili, 30% English",Father,M,3,100% Swahili,Sister,F,5,100% Swahili,,,,,4,5,5,5,1,none,1,3,1,14,1,2,1,3,1,20,1,6
9/3/2024,105,7/17/2015,9.139726027,9,M,2,6,Mother,1,1,Mother,F,3,"80% Swahili, 20% Luo",Father,M,3,"80% Swahili, 20% Luo",,,,,,,,,2,3,3,4,2,"stick, spoon",1,10,1,12,1,3,1,1,1,5,1,4
9/3/2024,106,7/15/2015,9.145205479,9,F,2,6,Mother,1,1,Mother,F,3,"85% Swahili, 15% Luo",Father,M,1,100% Swahili,,,,,,,,,2,4,4,2,2,"metal, sticks",1,3,1,12,0,0,1,1,0,0,1,6
9/4/2024,107,3/5/2015,9.509589041,9,M,1,3,Mother,1,1,Mother,F,3,"80% Swahili, 10% Luo, 10% English",,,,,,,,,,,,,3,4,4,4,2,charcoal,1,10,1,24,1,4,0,0,1,5,1,6
9/4/2024,108,9/4/2015,9.008219178,9,M,2,4,Mother,1,1,Mother,F,4,"75% Swahili, 25% English",Father,M,2,"70% English, 30% Swahili",,,,,,,,,4,4,5,2,1,none,1,5,1,24,1,3,1,1,1,9,1,5
9/4/2024,109,6/26/2015,9.2,9,F,4,3,Sister,3,3,Mother,F,3,"80% Swahili, 20% Luo",Father,M,2,"80% Swahili, 20% Luo",Sister,F,4,"80% Swahili, 20% Luo",,,,,3,4,4,4,1,none,1,2,1,5,1,3,1,1,1,1,1,7
9/4/2024,110,5/11/2015,9.326027397,9,F,3,4,Mother,3,3,Mother,F,5,"70% Swahili, 30% Luo",Father,M,4,"70% Swahili, 30% Luo",,,,,,,,,2,4,4,4,2,watercolors,1,5,1,5,1,4,1,1,1,10,1,7
9/4/2024,111,4/19/2015,9.38630137,9,M,1,2,Mother,5,5,Mother,F,4,"50% Swahili, 40% English, 10% Luo",,,,,,,,,,,,,4,4,3,4,1,none,1,2,1,5,1,2,1,1,1,2,1,6
9/4/2024,112,4/8/2015,9.416438356,9,F,2,4,Mother,3,3,Mother,F,4,"80% Swahili, 20% Luo",Father,M,2,"80% Swahili, 20% Luo",,,,,,,,,2,2,4,4,1,none,1,6,1,10,1,5,1,1,1,6,1,6
9/4/2024,113,11/25/2014,9.783561644,9,M,2,5,Mother,5,5,Mother,F,3,"50% Swahili, 30% English, 20% Luo",Father,M,3,"50% Swahili, 30% English, 20% Luo",,,,,,,,,3,3,4,4,3,"charcoal, chalk, stick",1,1,1,5,1,2,1,1,1,1,1,6
9/4/2024,114,10/16/2014,9.893150685,9,F,2,4,Mother,3,3,Mother,F,3,"80% Swahili, 20% Luo",Father,M,3,"80% Swahili, 20% Luo",,,,,,,,,3,4,5,4,1,none,1,3,1,6,1,4,1,1,1,7,1,7
9/4/2024,115,4/6/2015,9.421917808,9,F,4,2,Mother,1,1,Mother,F,8,"60% Swahili, 40% Luo",Father,M,4,"70% Swahili, 30% Luo",Sister,F,4,"80% Swahili, 20% Luo",,,,,2,1,4,3,1,none,1,3,1,10,1,3,1,1,1,3,1,6
9/4/2024,116,6/6/2015,9.254794521,9,F,5,2,Mother,3,3,Father,M,2,"80% Swahili, 20% Gusii",Mother,F,4,100% Swahili,Aunt,F,1,100% Swahili,Uncles (2),M,"Uncle 1 for 1 hour, Uncle 2 for 3 hours",100% Swahili,2,3,4,4,1,none,1,4,1,1,1,1,1,1,1,3,1,6
9/4/2024,117,7/10/2015,9.161643836,9,F,2,2,Mother,3,3,Mother,F,7,"60% Swahili, 30% English, 10% Luo",Father,M,4,"60% Swahili, 30% English, 10% Luo",,,,,,,,,5,3,2,5,1,none,1,3,1,36,1,3,1,1,1,3,1,6
9/4/2024,118,8/10/2015,9.076712329,9,M,3,3,Mother,1,1,Father,M,1,"90% Swahili, 10% Luo",Mother,F,4,"80% Swahili, 20% Luo",Cousin,M,1,"60% Swahili, 20% Luo, 20% English",,,,,4,4,3,4,1,none,1,3,1,15,1,3,1,1,0,0,1,6
9/4/2024,119,7/21/2015,9.131506849,9,M,2,6,Mother,1,1,Mother,F,3,"85% Swahili, 15% Luo",Father,M,2,100% Swahili,,,,,,,,,4,4,5,4,2,"stick, metal, charcoal",1,1,1,12,0,0,1,1,0,0,1,6
9/4/2024,120,7/23/2015,9.126027397,9,M,2,3,Mother,1,1,Mother,F,4,"80% Swahili, 20% Luo",Father,M,2,"80% Swahili, 20% Luo",,,,,,,,,5,4,4,5,1,none,1,4,1,20,1,5,1,1,1,7,1,5
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2024,,7/17/2019,5.117808219,5,M,"only wrote letters, didn't understand instructions",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/27/2024,,1/1/2019,5.657534247,5,F,experimenter error - didn't give all the drawings,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8/29/2024,,5/18/2019,5.287671233,5,F,experimenter error - 21st 5-year-old run,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
